datereceived,product,banks,community
"07/31/2013","Mortgage","Bank of America","Hispanic"
"01/31/2013","Credit reporting","Experian","Hispanic"
"07/24/2013","Mortgage","Ocwen","White"
"07/21/2012","Mortgage","Wells Fargo","White"
"09/24/2013","Mortgage","Wells Fargo","White"
"08/07/2012","Mortgage","Wells Fargo","White"
"02/01/2013","Mortgage","Bank of America","White"
"04/17/2012","Bank account or service","Other","White"
"02/21/2012","Mortgage","Bank of America","White"
"08/16/2012","Bank account or service","Wells Fargo","White"
"07/10/2012","Mortgage","Ocwen","White"
"06/26/2013","Bank account or service","Other","White"
"02/02/2013","Mortgage","Bank of America","White"
"08/23/2013","Credit card","Capital One","White"
"03/14/2013","Mortgage","Wells Fargo","White"
"08/19/2013","Mortgage","Bank of America","White"
"02/13/2013","Mortgage","Citibank","White"
"06/20/2013","Mortgage","Bank of America","White"
"03/11/2012","Bank account or service","Other","White"
"04/13/2012","Credit card","Citibank","White"
"08/12/2013","Mortgage","Wells Fargo","White"
"06/06/2013","Mortgage","Wells Fargo","White"
"05/11/2012","Mortgage","Bank of America","White"
"08/05/2013","Mortgage","Bank of America","White"
"07/08/2013","Mortgage","Wells Fargo","White"
"03/12/2012","Mortgage","Other","White"
"06/07/2013","Credit card","Capital One","White"
"03/27/2013","Consumer loan","Other","White"
"01/28/2013","Credit card","Other","White"
"01/07/2013","Mortgage","HSBC","White"
"07/26/2013","Mortgage","Wells Fargo","White"
"10/26/2012","Mortgage","JPMorgan Chase","White"
"01/02/2013","Student loan","Wells Fargo","White"
"09/18/2013","Mortgage","Wells Fargo","White"
"06/04/2013","Credit reporting","Citibank","White"
"05/17/2012","Mortgage","JPMorgan Chase","White"
"08/07/2012","Mortgage","Bank of America","White"
"02/06/2013","Mortgage","Bank of America","White"
"03/14/2013","Credit reporting","Experian","White"
"06/22/2012","Mortgage","JPMorgan Chase","White"
"03/05/2012","Bank account or service","Wells Fargo","White"
"06/02/2012","Mortgage","Other","White"
"04/06/2012","Mortgage","Citibank","White"
"07/03/2012","Consumer loan","Capital One","White"
"04/15/2013","Mortgage","Citibank","White"
"04/09/2013","Mortgage","OneWest Bank","White"
"07/12/2012","Mortgage","Ocwen","White"
"01/04/2013","Mortgage","Other","White"
"09/24/2012","Mortgage","Wells Fargo","White"
"03/25/2013","Mortgage","Bank of America","White"
"05/13/2013","Mortgage","Other","White"
"04/26/2013","Mortgage","Nationstar Mortgage","White"
"06/10/2013","Mortgage","Ocwen","White"
"12/21/2012","Mortgage","Nationstar Mortgage","White"
"10/03/2012","Mortgage","Bank of America","White"
"12/06/2012","Credit reporting","TransUnion","White"
"09/17/2013","Credit reporting","TransUnion","White"
"02/13/2012","Mortgage","Ocwen","White"
"05/05/2012","Mortgage","JPMorgan Chase","White"
"01/09/2013","Mortgage","HSBC","White"
"02/17/2012","Mortgage","Green Tree Servicing, LLC","White"
"09/17/2012","Mortgage","Wells Fargo","White"
"06/06/2012","Mortgage","Ocwen","White"
"11/13/2012","Mortgage","Bank of America","White"
"09/16/2013","Credit reporting","Equifax","White"
"10/12/2012","Mortgage","Ocwen","White"
"10/25/2012","Mortgage","Other","White"
"09/16/2013","Credit reporting","Experian","White"
"05/27/2013","Mortgage","Ocwen","White"
"02/04/2013","Mortgage","Bank of America","White"
"04/04/2012","Mortgage","OneWest Bank","White"
"12/06/2012","Credit reporting","Equifax","White"
"11/20/2012","Mortgage","PNC Bank","White"
"03/06/2012","Mortgage","Bank of America","White"
"05/18/2012","Mortgage","Bank of America","White"
"01/04/2012","Mortgage","HSBC","White"
"08/26/2013","Mortgage","PNC Bank","White"
"06/22/2012","Mortgage","JPMorgan Chase","White"
"07/11/2013","Mortgage","Green Tree Servicing, LLC","White"
"01/12/2013","Credit reporting","Experian","White"
"09/05/2012","Mortgage","Wells Fargo","White"
"06/27/2012","Bank account or service","Bank of America","White"
"08/02/2012","Mortgage","Bank of America","White"
"01/23/2013","Mortgage","JPMorgan Chase","White"
"12/06/2012","Credit card","Experian","White"
"06/11/2012","Mortgage","Ocwen","White"
"02/12/2013","Mortgage","Ocwen","White"
"08/19/2013","Credit reporting","TransUnion","White"
"01/08/2013","Mortgage","SunTrust Bank","White"
"05/15/2012","Mortgage","JPMorgan Chase","White"
"08/19/2013","Mortgage","Ocwen","White"
"12/07/2011","Mortgage","Bank of America","White"
"06/14/2013","Mortgage","Wells Fargo","White"
"07/17/2012","Mortgage","Wells Fargo","White"
"02/04/2013","Credit reporting","Experian","White"
"10/11/2013","Mortgage","Bank of America","White"
"08/06/2013","Mortgage","Citibank","White"
"08/10/2012","Mortgage","Wells Fargo","White"
"12/27/2012","Mortgage","Other","White"
"04/12/2013","Mortgage","U.S. Bancorp","White"
"08/23/2012","Bank account or service","Other","White"
"12/13/2012","Mortgage","Bank of America","White"
"12/02/2011","Credit card","Capital One","White"
"08/09/2013","Bank account or service","Other","White"
"09/09/2012","Mortgage","Bank of America","White"
"12/05/2011","Credit card","Capital One","White"
"10/26/2012","Credit card","Amex","White"
"05/07/2013","Bank account or service","Other","White"
"12/24/2012","Mortgage","PNC Bank","White"
"08/08/2012","Bank account or service","Bank of America","White"
"03/25/2013","Credit card","Citibank","White"
"07/13/2012","Mortgage","Bank of America","White"
"04/25/2012","Mortgage","PNC Bank","White"
"07/31/2012","Mortgage","Ocwen","White"
"01/30/2012","Mortgage","Citibank","White"
"12/19/2012","Mortgage","PNC Bank","White"
"10/19/2012","Mortgage","Bank of America","White"
"11/21/2012","Mortgage","Green Tree Servicing, LLC","White"
"10/01/2013","Mortgage","Wells Fargo","White"
"11/13/2013","Mortgage","JPMorgan Chase","White"
"09/30/2013","Mortgage","Other","White"
"02/05/2013","Bank account or service","Wells Fargo","White"
"01/14/2013","Mortgage","Bank of America","Hispanic"
"02/11/2013","Credit reporting","Experian","White"
"08/13/2013","Mortgage","Other","Mixed"
"06/06/2012","Mortgage","Other","Mixed"
"10/12/2012","Mortgage","Nationstar Mortgage","Mixed"
"07/23/2013","Credit reporting","Equifax","Mixed"
"05/08/2013","Mortgage","Bank of America","Mixed"
"07/19/2012","Mortgage","JPMorgan Chase","Mixed"
"10/26/2012","Bank account or service","JPMorgan Chase","Mixed"
"06/10/2013","Credit reporting","Experian","Mixed"
"05/15/2013","Mortgage","Other","Mixed"
"03/01/2013","Mortgage","Bank of America","Mixed"
"10/18/2013","Mortgage","Bank of America","Mixed"
"08/01/2012","Credit card","Citibank","Mixed"
"08/21/2013","Bank account or service","Wells Fargo","Mixed"
"11/19/2012","Mortgage","SunTrust Bank","Mixed"
"06/14/2012","Student loan","Sallie Mae","Mixed"
"10/04/2013","Mortgage","Nationstar Mortgage","Mixed"
"05/31/2013","Credit reporting","Experian","Mixed"
"06/16/2013","Mortgage","Bank of America","Mixed"
"07/13/2013","Mortgage","Ocwen","Mixed"
"09/06/2012","Mortgage","Bank of America","Mixed"
"06/10/2013","Credit reporting","Experian","Mixed"
"06/10/2013","Credit reporting","Equifax","Mixed"
"11/05/2013","Mortgage","Bank of America","Mixed"
"06/14/2013","Mortgage","Nationstar Mortgage","Mixed"
"06/03/2013","Credit reporting","Equifax","Mixed"
"06/01/2012","Mortgage","Bank of America","Mixed"
"09/10/2012","Mortgage","Nationstar Mortgage","Mixed"
"06/03/2013","Credit reporting","Experian","Mixed"
"01/05/2012","Mortgage","Bank of America","White"
"05/20/2012","Mortgage","Wells Fargo","White"
"01/26/2013","Mortgage","Wells Fargo","White"
"05/01/2013","Mortgage","Bank of America","White"
"06/08/2012","Mortgage","Nationstar Mortgage","White"
"03/04/2013","Mortgage","Bank of America","White"
"04/30/2013","Mortgage","Bank of America","White"
"01/08/2013","Mortgage","Wells Fargo","White"
"08/19/2013","Bank account or service","Wells Fargo","White"
"11/21/2012","Credit reporting","Experian","White"
"06/24/2013","Mortgage","Bank of America","White"
"04/14/2013","Mortgage","Bank of America","White"
"01/14/2013","Mortgage","Citibank","White"
"07/26/2013","Mortgage","Other","White"
"05/22/2013","Bank account or service","JPMorgan Chase","White"
"06/15/2013","Mortgage","Bank of America","White"
"02/24/2012","Mortgage","Bank of America","White"
"03/13/2013","Credit reporting","Experian","White"
"09/20/2013","Bank account or service","U.S. Bancorp","White"
"05/15/2013","Mortgage","Bank of America","White"
"08/08/2013","Bank account or service","JPMorgan Chase","White"
"09/04/2013","Mortgage","Bank of America","White"
"07/17/2012","Mortgage","Wells Fargo","White"
"01/25/2013","Bank account or service","Other","White"
"05/15/2013","Mortgage","Bank of America","White"
"08/27/2013","Mortgage","Bank of America","White"
"10/17/2013","Mortgage","Wells Fargo","White"
"07/31/2012","Bank account or service","Wells Fargo","White"
"12/19/2012","Mortgage","Ocwen","White"
"05/03/2012","Mortgage","Wells Fargo","White"
"02/09/2012","Mortgage","Wells Fargo","White"
"03/13/2012","Student loan","Sallie Mae","White"
"12/05/2011","Mortgage","Wells Fargo","White"
"08/08/2013","Bank account or service","JPMorgan Chase","White"
"06/20/2012","Mortgage","Bank of America","White"
"06/27/2012","Mortgage","Bank of America","White"
"03/14/2012","Student loan","Sallie Mae","White"
"02/26/2013","Mortgage","Bank of America","White"
"09/07/2012","Bank account or service","Wells Fargo","White"
"05/22/2013","Mortgage","Bank of America","White"
"11/04/2013","Bank account or service","Bank of America","White"
"03/25/2013","Mortgage","Wells Fargo","White"
"05/28/2013","Mortgage","Bank of America","White"
"04/25/2012","Mortgage","Other","White"
"07/25/2013","Bank account or service","JPMorgan Chase","White"
"08/30/2012","Mortgage","OneWest Bank","White"
"04/19/2013","Mortgage","Wells Fargo","White"
"07/23/2012","Student loan","Wells Fargo","White"
"03/11/2012","Credit card","GE Capital Retail","White"
"03/29/2012","Credit card","GE Capital Retail","White"
"06/06/2013","Bank account or service","Wells Fargo","White"
"03/16/2012","Mortgage","Bank of America","White"
"07/06/2012","Mortgage","Wells Fargo","White"
"01/11/2013","Mortgage","Wells Fargo","White"
"01/08/2013","Mortgage","JPMorgan Chase","White"
"07/08/2013","Mortgage","Nationstar Mortgage","White"
"05/24/2012","Credit card","Citibank","White"
"07/10/2013","Mortgage","Bank of America","White"
"12/03/2012","Mortgage","Ocwen","White"
"02/14/2013","Mortgage","Bank of America","White"
"08/24/2012","Mortgage","Other","White"
"02/21/2013","Mortgage","JPMorgan Chase","White"
"06/11/2012","Bank account or service","Bank of America","White"
"03/17/2013","Mortgage","Bank of America","White"
"07/10/2012","Mortgage","Bank of America","White"
"05/17/2012","Mortgage","Other","White"
"11/19/2012","Credit card","Bank of America","White"
"11/14/2012","Mortgage","Green Tree Servicing, LLC","White"
"07/26/2012","Bank account or service","Bank of America","White"
"05/15/2012","Mortgage","Wells Fargo","White"
"09/04/2012","Mortgage","Bank of America","White"
"05/17/2012","Mortgage","Other","White"
"09/21/2013","Mortgage","Green Tree Servicing, LLC","White"
"07/13/2013","Mortgage","Wells Fargo","White"
"09/13/2012","Mortgage","Ocwen","White"
"04/12/2013","Mortgage","Other","White"
"01/15/2013","Mortgage","PNC Bank","White"
"06/01/2012","Mortgage","Bank of America","White"
"05/01/2013","Mortgage","Bank of America","White"
"02/11/2013","Credit card","Discover","White"
"02/04/2013","Mortgage","Wells Fargo","White"
"03/19/2013","Mortgage","Wells Fargo","White"
"09/17/2012","Mortgage","Bank of America","White"
"05/17/2012","Mortgage","Citibank","White"
"05/31/2012","Mortgage","Bank of America","White"
"12/06/2012","Credit card","Discover","White"
"04/26/2013","Mortgage","Bank of America","White"
"04/05/2013","Mortgage","OneWest Bank","White"
"12/31/2012","Mortgage","Nationstar Mortgage","White"
"08/02/2012","Mortgage","JPMorgan Chase","White"
"03/01/2013","Mortgage","Other","White"
"07/31/2013","Mortgage","Ocwen","White"
"08/16/2013","Bank account or service","Capital One","Hispanic"
"06/26/2013","Bank account or service","Bank of America","Hispanic"
"12/31/2012","Mortgage","Other","Hispanic"
"03/26/2012","Mortgage","Wells Fargo","Hispanic"
"10/24/2013","Credit reporting","Experian","Hispanic"
"04/28/2012","Credit card","Citibank","Hispanic"
"03/28/2013","Mortgage","JPMorgan Chase","Hispanic"
"11/04/2012","Credit card","Citibank","Hispanic"
"03/14/2012","Credit card","Capital One","Hispanic"
"09/11/2013","Mortgage","Bank of America","Hispanic"
"04/16/2012","Mortgage","Bank of America","Hispanic"
"08/09/2013","Mortgage","JPMorgan Chase","Hispanic"
"09/18/2013","Mortgage","Wells Fargo","Hispanic"
"01/06/2012","Credit card","Capital One","Hispanic"
"08/21/2013","Credit card","JPMorgan Chase","Hispanic"
"04/09/2012","Mortgage","OneWest Bank","Hispanic"
"04/19/2012","Mortgage","Wells Fargo","White"
"01/06/2012","Mortgage","Other","White"
"08/14/2012","Mortgage","Wells Fargo","White"
"11/16/2012","Mortgage","Other","White"
"01/09/2013","Credit reporting","Experian","White"
"06/26/2013","Mortgage","Wells Fargo","White"
"11/02/2012","Mortgage","Bank of America","White"
"01/08/2013","Mortgage","Bank of America","White"
"06/01/2012","Mortgage","Bank of America","White"
"04/11/2013","Mortgage","Bank of America","White"
"01/31/2012","Mortgage","Other","White"
"08/01/2013","Mortgage","JPMorgan Chase","White"
"07/29/2013","Credit card","Wells Fargo","White"
"03/05/2012","Credit card","Capital One","White"
"04/25/2013","Mortgage","JPMorgan Chase","White"
"06/13/2013","Mortgage","Bank of America","White"
"12/23/2011","Mortgage","OneWest Bank","White"
"01/14/2013","Mortgage","JPMorgan Chase","White"
"06/25/2012","Mortgage","Capital One","White"
"12/20/2012","Mortgage","JPMorgan Chase","White"
"09/14/2012","Mortgage","Other","White"
"10/29/2013","Bank account or service","Other","White"
"09/21/2012","Credit card","GE Capital Retail","White"
"03/19/2013","Mortgage","Bank of America","White"
"09/02/2013","Credit reporting","Experian","White"
"12/19/2012","Student loan","JPMorgan Chase","White"
"08/29/2013","Credit reporting","Experian","White"
"09/26/2012","Mortgage","Bank of America","White"
"06/06/2013","Credit reporting","Equifax","White"
"10/22/2013","Mortgage","Ocwen","White"
"11/01/2013","Mortgage","Other","White"
"03/22/2013","Mortgage","Bank of America","White"
"01/26/2013","Mortgage","Ocwen","White"
"02/27/2013","Mortgage","Green Tree Servicing, LLC","White"
"10/31/2012","Mortgage","Other","White"
"07/24/2013","Mortgage","Ocwen","White"
"10/05/2012","Mortgage","Other","White"
"01/31/2012","Mortgage","Citibank","White"
"03/07/2012","Student loan","Other","White"
"05/08/2012","Mortgage","Ocwen","White"
"11/15/2012","Mortgage","Wells Fargo","White"
"10/04/2013","Bank account or service","Wells Fargo","White"
"03/29/2012","Mortgage","Bank of America","White"
"04/02/2013","Mortgage","Bank of America","White"
"03/07/2012","Bank account or service","Wells Fargo","White"
"10/03/2013","Credit card","Other","White"
"07/08/2013","Mortgage","Bank of America","White"
"09/26/2013","Bank account or service","Citibank","White"
"08/01/2013","Mortgage","OneWest Bank","White"
"06/20/2012","Mortgage","Citibank","White"
"04/25/2013","Mortgage","OneWest Bank","White"
"04/11/2012","Consumer loan","Other","White"
"12/12/2012","Mortgage","Ocwen","White"
"08/05/2013","Bank account or service","Citibank","White"
"03/30/2012","Bank account or service","Bank of America","White"
"12/02/2012","Mortgage","Wells Fargo","White"
"07/23/2013","Bank account or service","JPMorgan Chase","White"
"08/28/2013","Mortgage","Bank of America","White"
"11/20/2012","Mortgage","Wells Fargo","White"
"01/23/2012","Mortgage","Ocwen","White"
"05/10/2013","Mortgage","Other","White"
"01/31/2013","Mortgage","Nationstar Mortgage","White"
"07/27/2012","Bank account or service","Bank of America","White"
"06/29/2013","Credit reporting","Experian","White"
"05/23/2013","Mortgage","OneWest Bank","White"
"07/11/2012","Mortgage","Bank of America","White"
"06/07/2013","Mortgage","OneWest Bank","White"
"05/23/2013","Mortgage","JPMorgan Chase","White"
"07/31/2012","Mortgage","Wells Fargo","White"
"03/15/2013","Mortgage","Green Tree Servicing, LLC","White"
"09/17/2012","Mortgage","Green Tree Servicing, LLC","White"
"09/06/2012","Mortgage","Bank of America","White"
"10/09/2012","Mortgage","JPMorgan Chase","White"
"01/11/2012","Mortgage","Ocwen","White"
"09/05/2013","Mortgage","Wells Fargo","White"
"06/21/2012","Mortgage","Bank of America","White"
"03/20/2012","Mortgage","Other","White"
"04/17/2012","Mortgage","Bank of America","White"
"12/18/2012","Credit card","Other","White"
"07/06/2012","Credit card","Citibank","White"
"10/30/2012","Mortgage","Nationstar Mortgage","White"
"12/27/2011","Mortgage","Bank of America","White"
"08/30/2012","Mortgage","Bank of America","White"
"04/02/2012","Mortgage","Wells Fargo","White"
"01/09/2013","Mortgage","Citibank","White"
"09/07/2012","Bank account or service","Bank of America","White"
"09/28/2012","Credit card","Citibank","White"
"10/09/2012","Student loan","Wells Fargo","White"
"09/04/2013","Mortgage","Bank of America","White"
"08/08/2013","Mortgage","Green Tree Servicing, LLC","White"
"05/03/2013","Mortgage","Wells Fargo","White"
"03/01/2013","Bank account or service","JPMorgan Chase","White"
"11/01/2013","Mortgage","Nationstar Mortgage","White"
"11/07/2013","Mortgage","Nationstar Mortgage","White"
"07/23/2012","Mortgage","Bank of America","White"
"01/15/2013","Mortgage","JPMorgan Chase","White"
"07/28/2013","Mortgage","Other","White"
"08/27/2013","Mortgage","Wells Fargo","White"
"12/21/2012","Mortgage","Wells Fargo","White"
"06/03/2013","Mortgage","Other","White"
"05/02/2013","Credit reporting","TransUnion","White"
"04/09/2013","Mortgage","Other","White"
"11/30/2012","Mortgage","Nationstar Mortgage","White"
"12/31/2012","Mortgage","JPMorgan Chase","White"
"06/10/2013","Credit reporting","Experian","White"
"01/28/2013","Mortgage","JPMorgan Chase","White"
"10/23/2013","Bank account or service","Amex","White"
"03/12/2013","Mortgage","Wells Fargo","White"
"08/30/2013","Mortgage","Wells Fargo","White"
"05/31/2012","Mortgage","Bank of America","White"
"05/11/2013","Bank account or service","Bank of America","White"
"03/26/2012","Mortgage","Capital One","White"
"05/30/2012","Mortgage","Bank of America","White"
"03/14/2012","Mortgage","PNC Bank","White"
"07/31/2012","Mortgage","Bank of America","White"
"12/05/2012","Mortgage","Other","White"
"08/07/2013","Mortgage","Wells Fargo","White"
"12/20/2012","Mortgage","Wells Fargo","White"
"01/06/2012","Mortgage","OneWest Bank","White"
"10/23/2012","Credit reporting","TransUnion","White"
"07/27/2012","Credit card","Capital One","White"
"06/27/2012","Credit card","JPMorgan Chase","White"
"03/14/2012","Credit card","Amex","White"
"03/16/2012","Mortgage","Bank of America","White"
"03/02/2012","Mortgage","U.S. Bancorp","White"
"04/26/2013","Mortgage","Ocwen","White"
"07/24/2013","Bank account or service","Other","White"
"03/27/2012","Credit card","Capital One","White"
"11/06/2012","Bank account or service","JPMorgan Chase","White"
"12/19/2012","Mortgage","Other","White"
"06/23/2013","Mortgage","Other","White"
"10/29/2012","Mortgage","Bank of America","White"
"03/28/2012","Mortgage","PNC Bank","White"
"01/06/2012","Mortgage","Bank of America","White"
"06/18/2012","Consumer loan","Other","White"
"10/16/2012","Mortgage","Bank of America","White"
"11/20/2013","Mortgage","Citibank","White"
"11/12/2012","Mortgage","Ocwen","White"
"12/18/2012","Mortgage","Ocwen","White"
"10/17/2012","Mortgage","Bank of America","White"
"06/04/2012","Credit card","Bank of America","White"
"06/17/2013","Mortgage","Wells Fargo","White"
"07/23/2012","Mortgage","Bank of America","White"
"07/25/2013","Mortgage","Citibank","White"
"03/06/2013","Mortgage","JPMorgan Chase","White"
"03/21/2012","Mortgage","Bank of America","White"
"08/15/2012","Consumer loan","RBS Citizens","White"
"09/07/2012","Bank account or service","Capital One","White"
"09/14/2012","Mortgage","Bank of America","White"
"03/19/2013","Mortgage","Wells Fargo","White"
"09/05/2012","Bank account or service","Bank of America","White"
"04/25/2013","Mortgage","Bank of America","White"
"07/20/2012","Credit card","Citibank","White"
"03/29/2013","Student loan","Discover","White"
"08/15/2012","Credit card","Bank of America","White"
"11/05/2012","Mortgage","Wells Fargo","White"
"09/26/2012","Mortgage","Wells Fargo","White"
"01/26/2012","Mortgage","Wells Fargo","White"
"10/03/2012","Bank account or service","Wells Fargo","White"
"02/14/2013","Mortgage","Nationstar Mortgage","White"
"01/28/2013","Mortgage","Bank of America","White"
"08/22/2012","Mortgage","Ocwen","White"
"09/20/2013","Mortgage","Citibank","White"
"09/07/2012","Mortgage","Nationstar Mortgage","White"
"04/05/2013","Mortgage","Bank of America","White"
"11/01/2013","Credit card","U.S. Bancorp","White"
"04/16/2013","Mortgage","Citibank","White"
"03/14/2012","Credit card","Amex","White"
"01/25/2013","Bank account or service","U.S. Bancorp","White"
"02/16/2012","Mortgage","Bank of America","White"
"05/22/2012","Mortgage","Wells Fargo","White"
"03/08/2013","Credit card","Wells Fargo","White"
"05/22/2013","Mortgage","Ocwen","White"
"03/26/2012","Mortgage","Bank of America","White"
"03/29/2013","Bank account or service","Wells Fargo","White"
"08/08/2012","Mortgage","Bank of America","White"
"12/26/2012","Credit reporting","Experian","White"
"02/04/2013","Mortgage","Bank of America","White"
"04/17/2013","Mortgage","Bank of America","White"
"10/16/2012","Mortgage","Nationstar Mortgage","White"
"03/28/2013","Mortgage","Ocwen","White"
"06/20/2012","Mortgage","Bank of America","White"
"12/07/2012","Mortgage","Other","White"
"03/30/2012","Credit card","Bank of America","White"
"06/10/2013","Mortgage","Ocwen","White"
"01/22/2013","Mortgage","Wells Fargo","White"
"01/11/2013","Mortgage","Bank of America","White"
"04/15/2013","Mortgage","Bank of America","White"
"05/10/2012","Mortgage","Wells Fargo","White"
"12/18/2012","Mortgage","Citibank","White"
"04/29/2013","Mortgage","JPMorgan Chase","White"
"01/13/2012","Mortgage","OneWest Bank","White"
"08/08/2012","Credit card","Citibank","White"
"09/12/2012","Credit card","Capital One","White"
"03/04/2012","Bank account or service","Wells Fargo","White"
"05/03/2012","Mortgage","Bank of America","White"
"07/26/2012","Mortgage","Green Tree Servicing, LLC","White"
"11/27/2012","Mortgage","Ocwen","White"
"06/24/2013","Mortgage","Nationstar Mortgage","White"
"07/25/2013","Mortgage","JPMorgan Chase","White"
"08/05/2013","Mortgage","Other","White"
"06/26/2013","Mortgage","Nationstar Mortgage","White"
"09/21/2013","Bank account or service","JPMorgan Chase","White"
"03/12/2013","Mortgage","Ocwen","White"
"03/28/2013","Mortgage","Nationstar Mortgage","White"
"05/08/2012","Mortgage","Other","White"
"01/08/2012","Mortgage","Wells Fargo","White"
"10/30/2013","Credit card","U.S. Bancorp","White"
"07/05/2013","Credit card","Citibank","White"
"05/03/2012","Mortgage","Bank of America","White"
"01/17/2013","Credit card","Other","White"
"09/10/2012","Credit card","Citibank","White"
"04/23/2012","Mortgage","Bank of America","White"
"03/26/2012","Mortgage","Bank of America","White"
"05/17/2012","Mortgage","Bank of America","White"
"04/01/2013","Mortgage","Wells Fargo","White"
"10/23/2012","Mortgage","Bank of America","White"
"03/08/2013","Mortgage","JPMorgan Chase","White"
"06/06/2013","Mortgage","Bank of America","White"
"07/23/2012","Mortgage","Citibank","White"
"12/21/2011","Mortgage","JPMorgan Chase","White"
"09/11/2012","Mortgage","Bank of America","White"
"06/19/2013","Mortgage","Wells Fargo","White"
"03/02/2012","Bank account or service","Wells Fargo","White"
"10/04/2012","Credit card","JPMorgan Chase","White"
"11/14/2013","Mortgage","Capital One","White"
"09/17/2013","Mortgage","Ocwen","White"
"08/29/2012","Mortgage","Bank of America","White"
"05/16/2013","Bank account or service","Citibank","White"
"10/03/2012","Credit card","Wells Fargo","White"
"04/16/2012","Mortgage","JPMorgan Chase","White"
"08/21/2012","Mortgage","Capital One","White"
"01/16/2013","Mortgage","Bank of America","White"
"10/03/2013","Mortgage","Ocwen","White"
"06/20/2012","Mortgage","Bank of America","White"
"10/01/2012","Mortgage","Ocwen","White"
"10/17/2013","Money transfers","Other","White"
"12/22/2011","Mortgage","Bank of America","White"
"02/05/2013","Mortgage","Bank of America","White"
"06/28/2013","Mortgage","Green Tree Servicing, LLC","White"
"12/08/2011","Mortgage","Other","White"
"02/06/2013","Mortgage","Bank of America","White"
"04/03/2013","Mortgage","Wells Fargo","White"
"05/22/2013","Mortgage","Bank of America","White"
"09/24/2013","Mortgage","Nationstar Mortgage","White"
"05/15/2013","Mortgage","JPMorgan Chase","White"
"12/16/2011","Mortgage","Other","White"
"02/09/2012","Credit card","GE Capital Retail","White"
"05/10/2012","Mortgage","Ocwen","White"
"06/06/2013","Mortgage","Ocwen","White"
"04/22/2013","Mortgage","Green Tree Servicing, LLC","White"
"03/09/2012","Mortgage","Nationstar Mortgage","White"
"12/08/2011","Credit card","U.S. Bancorp","White"
"10/18/2012","Consumer loan","Other","White"
"01/28/2013","Bank account or service","U.S. Bancorp","White"
"11/04/2013","Credit card","Citibank","White"
"02/13/2012","Credit card","Other","White"
"10/02/2012","Credit card","Amex","White"
"02/20/2013","Credit reporting","Equifax","White"
"01/31/2012","Credit card","Other","White"
"01/14/2013","Bank account or service","Bank of America","White"
"02/03/2012","Credit card","Capital One","White"
"03/05/2012","Credit card","Capital One","White"
"10/04/2012","Mortgage","Ocwen","White"
"12/31/2012","Mortgage","Bank of America","White"
"01/04/2012","Mortgage","Wells Fargo","White"
"08/26/2013","Credit reporting","Equifax","White"
"02/25/2013","Credit reporting","Equifax","White"
"02/25/2013","Credit reporting","Experian","White"
"02/25/2013","Credit reporting","TransUnion","White"
"09/13/2012","Credit card","JPMorgan Chase","White"
"04/11/2012","Mortgage","Citibank","White"
"09/27/2012","Mortgage","SunTrust Bank","White"
"09/13/2012","Credit card","JPMorgan Chase","White"
"07/19/2012","Bank account or service","Other","White"
"09/26/2012","Mortgage","Bank of America","White"
"03/09/2013","Bank account or service","U.S. Bancorp","White"
"10/01/2013","Mortgage","Citibank","White"
"02/25/2013","Mortgage","Nationstar Mortgage","White"
"04/11/2012","Student loan","Citibank","White"
"11/14/2012","Bank account or service","Wells Fargo","White"
"04/29/2013","Bank account or service","Wells Fargo","White"
"08/20/2013","Mortgage","Nationstar Mortgage","White"
"03/25/2013","Mortgage","Other","White"
"03/21/2012","Mortgage","Bank of America","White"
"02/12/2013","Mortgage","Nationstar Mortgage","White"
"08/10/2012","Credit card","Bank of America","White"
"05/21/2013","Credit reporting","TransUnion","White"
"08/10/2012","Mortgage","Bank of America","White"
"10/30/2013","Mortgage","HSBC","White"
"12/23/2011","Mortgage","OneWest Bank","White"
"05/26/2012","Mortgage","Wells Fargo","White"
"08/09/2012","Mortgage","Nationstar Mortgage","White"
"06/19/2012","Student loan","Other","White"
"01/23/2013","Mortgage","Wells Fargo","White"
"03/28/2012","Mortgage","JPMorgan Chase","White"
"02/22/2012","Mortgage","Ocwen","White"
"09/29/2012","Mortgage","Nationstar Mortgage","White"
"11/13/2013","Mortgage","Other","White"
"05/21/2013","Credit reporting","Equifax","White"
"06/12/2013","Mortgage","Wells Fargo","White"
"09/05/2013","Mortgage","Bank of America","White"
"08/31/2013","Bank account or service","Bank of America","White"
"07/16/2013","Mortgage","Bank of America","White"
"07/05/2012","Mortgage","Wells Fargo","White"
"06/13/2012","Credit card","JPMorgan Chase","White"
"05/21/2013","Credit reporting","Experian","White"
"02/08/2013","Credit reporting","Experian","White"
"01/31/2013","Mortgage","Bank of America","White"
"07/12/2013","Credit card","GE Capital Retail","White"
"02/08/2013","Mortgage","Citibank","White"
"01/08/2013","Mortgage","Bank of America","White"
"03/26/2013","Mortgage","Citibank","White"
"01/08/2013","Mortgage","Bank of America","White"
"04/11/2013","Consumer loan","Other","White"
"02/11/2013","Credit reporting","TransUnion","White"
"11/29/2012","Credit card","Capital One","White"
"02/11/2013","Credit reporting","Equifax","White"
"07/01/2013","Mortgage","Select Portfolio Servicing, Inc","White"
"12/19/2012","Mortgage","Bank of America","White"
"02/15/2013","Credit card","Citibank","White"
"07/20/2012","Bank account or service","Bank of America","White"
"10/29/2013","Mortgage","Wells Fargo","White"
